160.59400000, 0.55369037, 0.10666011,1.40000000,21.85000000,-4.88818655,20.30251762, 2.20000000, 6
160.60900000, 0.55400443, 0.10662176,1.40000000,29.41000000,-11.00421349,21.95210285, 2.20000000, 1
160.62300000, 0.55400443, 0.10662176,1.40000000,8.78000000,-5.63984836,6.03318238, 2.20000000, 10
160.63800000, 0.55400443, 0.10662176,1.40000000,4.86000000,4.78864500,2.34228746, 2.20000000, 7
160.67700000, 0.55353332, 0.10613440,1.40000000,38.43999900,-19.00387679,21.94544867, 2.20000000, 3
160.69100000, 0.55353332, 0.10613440,1.40000000,48.45000100,-27.34572141,22.47347309, 2.20000000, 5
160.71100000, 0.55315065, 0.10519257,1.40000000,10.88000000,3.33823145,10.26461751, 2.20000000, 8
161.58300000, 0.55369771, 0.10530432,1.40000000,66.80999800,-43.30614754,21.85768382, 2.20000000, 9
161.59600000, 0.55369771, 0.10530432,1.40000000,22.23000000,-4.88818655,20.30251762, 2.20000000, 6
161.61200000, 0.55517662, 0.10564169,1.40000000,29.11000100,-11.00421349,21.95210285, 2.20000000, 1
161.62600000, 0.55517662, 0.10564169,1.40000000,9.50000000,-5.63984836,6.03318238, 2.20000000, 10
161.64100000, 0.55517662, 0.10564169,1.40000000,4.38000000,4.78864500,2.34228746, 2.20000000, 7
161.72900000, 0.55462229, 0.10600819,1.40000000,39.73000000,-19.00387679,21.94544867, 2.20000000, 3
161.74400000, 0.55462229, 0.10600819,1.40000000,52.73000000,-27.34572141,22.47347309, 2.20000000, 5
161.79700000, 0.55482644, 0.10604846,1.40000000,10.91000000,3.33823145,10.26461751, 2.20000000, 8
162.65100000, 0.55419421, 0.10642740,1.40000000,21.76000000,-4.88818655,20.30251762, 2.20000000, 6
162.66500000, 0.55490834, 0.10495185,1.40000000,29.63999900,-11.00421349,21.95210285, 2.20000000, 1
162.67900000, 0.55490834, 0.10495185,1.40000000,8.88000000,-5.63984836,6.03318238, 2.20000000, 10
162.69400000, 0.55490834, 0.10495185,1.40000000,4.64000000,4.78864500,2.34228746, 2.20000000, 7
162.74300000, 0.55408299, 0.10683300,1.40000000,39.90000200,-19.00387679,21.94544867, 2.20000000, 3
162.76000000, 0.55528641, 0.10706393,1.40000000,49.75000000,-27.34572141,22.47347309, 2.20000000, 5
162.78000000, 0.55528641, 0.10706393,1.40000000,10.76000000,3.33823145,10.26461751, 2.20000000, 8
163.61300000, 0.55588716, 0.10826730,1.40000000,21.61000100,-4.88818655,20.30251762, 2.20000000, 6
163.62800000, 0.55588716, 0.10826730,1.40000000,29.82000000,-11.00421349,21.95210285, 2.20000000, 1
163.64200000, 0.55588716, 0.10826730,1.40000000,9.34000000,-5.63984836,6.03318238, 2.20000000, 10
163.65700000, 0.55588716, 0.10826730,1.40000000,4.28000000,4.78864500,2.34228746, 2.20000000, 7
163.69800000, 0.55708796, 0.10593831,1.40000000,39.86000100,-19.00387679,21.94544867, 2.20000000, 3
163.79500000, 0.55580765, 0.10719957,1.40000000,10.63000000,3.33823145,10.26461751, 2.20000000, 8
164.59200000, 0.57304323, 0.12824675,1.40000000,68.13999900,-43.30614754,21.85768382, 2.20000000, 9
164.60700000, 0.57304323, 0.12824675,1.40000000,21.75000000,-4.88818655,20.30251762, 2.20000000, 6
164.62300000, 0.58111996, 0.14341037,1.40000000,29.91000000,-11.00421349,21.95210285, 2.20000000, 1
164.63800000, 0.58111996, 0.14341037,1.40000000,9.63000000,-5.63984836,6.03318238, 2.20000000, 10
164.65400000, 0.58111996, 0.14341037,1.40000000,5.05000000,4.78864500,2.34228746, 2.20000000, 7
164.69000000, 0.58111996, 0.14341037,1.40000000,39.54999900,-19.00387679,21.94544867, 2.20000000, 3
164.80500000, 0.59396905, 0.17460103,1.40000000,10.87000000,3.33823145,10.26461751, 2.20000000, 8
165.57000000, 0.63518482, 0.45380157,1.40000000,68.59999800,-43.30614754,21.85768382, 2.20000000, 9
165.58600000, 0.63518482, 0.45380157,1.40000000,20.73000000,-4.88818655,20.30251762, 2.20000000, 6
165.60200000, 0.63518482, 0.45380157,1.40000000,28.63999900,-11.00421349,21.95210285, 2.20000000, 1
165.61600000, 0.63518482, 0.45380157,1.40000000,8.93000000,-5.63984836,6.03318238, 2.20000000, 10
165.63100000, 0.63422424, 0.46769413,1.40000000,4.11000000,4.78864500,2.34228746, 2.20000000, 7
165.72400000, 0.63217628, 0.48679113,1.40000000,34.09999800,-19.00387679,21.94544867, 2.20000000, 3
165.80800000, 0.63217628, 0.48679113,1.40000000,13.51000000,3.33823145,10.26461751, 2.20000000, 8
166.64500000, 0.59391266, 0.74224782,1.40000000,20.70000100,-4.88818655,20.30251762, 2.20000000, 6
166.65900000, 0.59391266, 0.74224782,1.40000000,27.80999900,-11.00421349,21.95210285, 2.20000000, 1
166.67300000, 0.59391266, 0.74224782,1.40000000,7.86000000,-5.63984836,6.03318238, 2.20000000, 10
166.68800000, 0.59391266, 0.74224782,1.40000000,5.78000000,4.78864500,2.34228746, 2.20000000, 7
166.73100000, 0.58944202, 0.75692826,1.40000000,35.13999900,-19.00387679,21.94544867, 2.20000000, 3
166.74700000, 0.58569467, 0.77773845,1.40000000,45.58000200,-27.34572141,22.47347309, 2.20000000, 5
166.81100000, 0.58068764, 0.79322809,1.40000000,11.07000000,3.33823145,10.26461751, 2.20000000, 8
167.56900000, 0.52613866, 0.99609178,1.40000000,65.44000200,-43.30614754,21.85768382, 2.20000000, 9
167.58400000, 0.52613866, 0.99609178,1.40000000,20.12000100,-4.88818655,20.30251762, 2.20000000, 6
167.61900000, 0.52395290, 0.99989778,1.40000000,8.23000000,-5.63984836,6.03318238, 2.20000000, 10
